"TIME","GEO","UNIT","NA_ITEM","Value"
"2012","Finland","Current prices, units of national currency per capita","Individual consumption expenditure of general government","6,100"
"2012","Finland","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,900"
"2012","Finland","Current prices, PPS per capita","Gross domestic product at market prices","30,700"
"2012","Finland","Current prices, PPS per capita","Final consumption expenditure","24,200"
"2012","Finland","Current prices, PPS per capita","Final consumption expenditure of general government","7,500"
"2012","Finland","Current prices, PPS per capita","Individual consumption expenditure of general government","5,000"
"2012","Finland","Current prices, PPS per capita","Collective consumption expenditure of general government","2,400"
"2012","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,900"
"2012","Finland","Chain linked volumes (2010), euro per capita","Final consumption expenditure","27,300"
"2012","Finland","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","8,300"
"2012","Finland","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","5,600"
"2012","Finland","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,700"
"2012","Finland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","100.2"
"2012","Finland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","101.4"
"2012","Finland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","99.4"
"2012","Finland","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","100.6"
"2012","Finland","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","97.1"
"2012","Sweden","Current prices, euro per capita","Gross domestic product at market prices","44,500"
"2012","Sweden","Current prices, euro per capita","Final consumption expenditure","32,200"
"2012","Sweden","Current prices, euro per capita","Final consumption expenditure of general government","11,500"
"2012","Sweden","Current prices, euro per capita","Individual consumption expenditure of general government","8,300"
"2012","Sweden","Current prices, euro per capita","Collective consumption expenditure of general government","3,300"
"2012","Sweden","Current prices, units of national currency per capita","Gross domestic product at market prices","387,100"
"2012","Sweden","Current prices, units of national currency per capita","Final consumption expenditure","280,500"
"2012","Sweden","Current prices, units of national currency per capita","Final consumption expenditure of general government","100,300"
"2012","Sweden","Current prices, units of national currency per capita","Individual consumption expenditure of general government","71,800"
"2012","Sweden","Current prices, units of national currency per capita","Collective consumption expenditure of general government","28,500"
"2012","Sweden","Current prices, PPS per capita","Gross domestic product at market prices","33,800"
"2012","Sweden","Current prices, PPS per capita","Final consumption expenditure","24,500"
"2012","Sweden","Current prices, PPS per capita","Final consumption expenditure of general government","8,800"
"2012","Sweden","Current prices, PPS per capita","Individual consumption expenditure of general government","6,300"
"2012","Sweden","Current prices, PPS per capita","Collective consumption expenditure of general government","2,500"
"2012","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","39,700"
"2012","Sweden","Chain linked volumes (2010), euro per capita","Final consumption expenditure","28,400"
"2012","Sweden","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","10,000"
"2012","Sweden","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","7,100"
"2012","Sweden","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,900"
"2012","Sweden","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","100.9"
"2012","Sweden","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","100.9"
"2012","Sweden","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","100.4"
"2012","Sweden","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","99.2"
"2012","Sweden","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","103.8"
"2012","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","32,400"
"2012","United Kingdom","Current prices, euro per capita","Final consumption expenditure","27,900"
"2012","United Kingdom","Current prices, euro per capita","Final consumption expenditure of general government","6,700"
"2012","United Kingdom","Current prices, euro per capita","Individual consumption expenditure of general government","4,200"
"2012","United Kingdom","Current prices, euro per capita","Collective consumption expenditure of general government","2,500"
"2012","United Kingdom","Current prices, units of national currency per capita","Gross domestic product at market prices","26,300"
"2012","United Kingdom","Current prices, units of national currency per capita","Final consumption expenditure","22,600"
"2012","United Kingdom","Current prices, units of national currency per capita","Final consumption expenditure of general government","5,400"
"2012","United Kingdom","Current prices, units of national currency per capita","Individual consumption expenditure of general government","3,400"
"2012","United Kingdom","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,000"
"2012","United Kingdom","Current prices, PPS per capita","Gross domestic product at market prices","28,300"
"2012","United Kingdom","Current prices, PPS per capita","Final consumption expenditure","24,400"
"2012","United Kingdom","Current prices, PPS per capita","Final consumption expenditure of general government","5,900"
"2012","United Kingdom","Current prices, PPS per capita","Individual consumption expenditure of general government","3,700"
"2012","United Kingdom","Current prices, PPS per capita","Collective consumption expenditure of general government","2,200"
"2012","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,600"
"2012","United Kingdom","Chain linked volumes (2010), euro per capita","Final consumption expenditure","25,300"
"2012","United Kingdom","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,300"
"2012","United Kingdom","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","4,000"
"2012","United Kingdom","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2012","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","101.3"
"2012","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","99.9"
"2012","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","100.4"
"2012","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","101.8"
"2012","United Kingdom","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.0"
"2012","Iceland","Current prices, euro per capita","Gross domestic product at market prices","34,500"
"2012","Iceland","Current prices, euro per capita","Final consumption expenditure","26,900"
"2012","Iceland","Current prices, euro per capita","Final consumption expenditure of general government","8,500"
"2012","Iceland","Current prices, euro per capita","Individual consumption expenditure of general government","5,300"
"2012","Iceland","Current prices, euro per capita","Collective consumption expenditure of general government","3,200"
"2012","Iceland","Current prices, units of national currency per capita","Gross domestic product at market prices","5,545,300"
"2012","Iceland","Current prices, units of national currency per capita","Final consumption expenditure","4,321,500"
"2012","Iceland","Current prices, units of national currency per capita","Final consumption expenditure of general government","1,360,400"
"2012","Iceland","Current prices, units of national currency per capita","Individual consumption expenditure of general government","848,100"
"2012","Iceland","Current prices, units of national currency per capita","Collective consumption expenditure of general government","512,300"
"2012","Iceland","Current prices, PPS per capita","Gross domestic product at market prices","30,600"
"2012","Iceland","Current prices, PPS per capita","Final consumption expenditure","23,800"
"2012","Iceland","Current prices, PPS per capita","Final consumption expenditure of general government","7,500"
"2012","Iceland","Current prices, PPS per capita","Individual consumption expenditure of general government","4,700"
"2012","Iceland","Current prices, PPS per capita","Collective consumption expenditure of general government","2,800"
"2012","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","32,200"
"2012","Iceland","Chain linked volumes (2010), euro per capita","Final consumption expenditure","24,300"
"2012","Iceland","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","7,500"
"2012","Iceland","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government",":"
"2012","Iceland","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government",":"
"2012","Iceland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","102.4"
"2012","Iceland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","101.5"
"2012","Iceland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","97.2"
"2012","Iceland","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government",":"
"2012","Iceland","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":"
"2012","Liechtenstein","Current prices, euro per capita","Final consumption expenditure",":"
"2012","Liechtenstein","Current prices, euro per capita","Final consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, euro per capita","Individual consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, euro per capita","Collective consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, units of national currency per capita","Gross domestic product at market prices",":"
"2012","Liechtenstein","Current prices, units of national currency per capita","Final consumption expenditure",":"
"2012","Liechtenstein","Current prices, units of national currency per capita","Final consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, units of national currency per capita","Individual consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, units of national currency per capita","Collective consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, PPS per capita","Gross domestic product at market prices",":"
"2012","Liechtenstein","Current prices, PPS per capita","Final consumption expenditure",":"
"2012","Liechtenstein","Current prices, PPS per capita","Final consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, PPS per capita","Individual consumption expenditure of general government",":"
"2012","Liechtenstein","Current prices, PPS per capita","Collective consumption expenditure of general government",":"
"2012","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":"
"2012","Liechtenstein","Chain linked volumes (2010), euro per capita","Final consumption expenditure",":"
"2012","Liechtenstein","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government",":"
"2012","Liechtenstein","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government",":"
"2012","Liechtenstein","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government",":"
"2012","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices",":"
"2012","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure",":"
"2012","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government",":"
"2012","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government",":"
"2012","Liechtenstein","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government",":"
"2012","Norway","Current prices, euro per capita","Gross domestic product at market prices","79,000"
"2012","Norway","Current prices, euro per capita","Final consumption expenditure","47,900"
"2012","Norway","Current prices, euro per capita","Final consumption expenditure of general government","16,500"
"2012","Norway","Current prices, euro per capita","Individual consumption expenditure of general government","11,200"
"2012","Norway","Current prices, euro per capita","Collective consumption expenditure of general government","5,300"
"2012","Norway","Current prices, units of national currency per capita","Gross domestic product at market prices","590,800"
"2012","Norway","Current prices, units of national currency per capita","Final consumption expenditure","357,700"
"2012","Norway","Current prices, units of national currency per capita","Final consumption expenditure of general government","123,300"
"2012","Norway","Current prices, units of national currency per capita","Individual consumption expenditure of general government","83,900"
"2012","Norway","Current prices, units of national currency per capita","Collective consumption expenditure of general government","39,400"
"2012","Norway","Current prices, PPS per capita","Gross domestic product at market prices","49,400"
"2012","Norway","Current prices, PPS per capita","Final consumption expenditure","29,900"
"2012","Norway","Current prices, PPS per capita","Final consumption expenditure of general government","10,300"
"2012","Norway","Current prices, PPS per capita","Individual consumption expenditure of general government","7,000"
"2012","Norway","Current prices, PPS per capita","Collective consumption expenditure of general government","3,300"
"2012","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","66,900"
"2012","Norway","Chain linked volumes (2010), euro per capita","Final consumption expenditure","42,800"
"2012","Norway","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","14,200"
"2012","Norway","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","9,600"
"2012","Norway","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","4,600"
"2012","Norway","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","101.1"
"2012","Norway","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","102.0"
"2012","Norway","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","99.9"
"2012","Norway","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","100.0"
"2012","Norway","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","99.6"
"2012","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","64,700"
"2012","Switzerland","Current prices, euro per capita","Final consumption expenditure","42,200"
"2012","Switzerland","Current prices, euro per capita","Final consumption expenditure of general government","7,100"
"2012","Switzerland","Current prices, euro per capita","Individual consumption expenditure of general government","4,100"
"2012","Switzerland","Current prices, euro per capita","Collective consumption expenditure of general government","3,000"
"2012","Switzerland","Current prices, units of national currency per capita","Gross domestic product at market prices","78,000"
"2012","Switzerland","Current prices, units of national currency per capita","Final consumption expenditure","50,900"
"2012","Switzerland","Current prices, units of national currency per capita","Final consumption expenditure of general government","8,600"
"2012","Switzerland","Current prices, units of national currency per capita","Individual consumption expenditure of general government","4,900"
"2012","Switzerland","Current prices, units of national currency per capita","Collective consumption expenditure of general government","3,700"
"2012","Switzerland","Current prices, PPS per capita","Gross domestic product at market prices","43,500"
"2012","Switzerland","Current prices, PPS per capita","Final consumption expenditure","28,400"
"2012","Switzerland","Current prices, PPS per capita","Final consumption expenditure of general government","4,800"
"2012","Switzerland","Current prices, PPS per capita","Individual consumption expenditure of general government","2,800"
"2012","Switzerland","Current prices, PPS per capita","Collective consumption expenditure of general government","2,000"
"2012","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","56,500"
"2012","Switzerland","Chain linked volumes (2010), euro per capita","Final consumption expenditure","37,100"
"2012","Switzerland","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,100"
"2012","Switzerland","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,500"
"2012","Switzerland","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,600"
"2012","Switzerland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","101.1"
"2012","Switzerland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","101.7"
"2012","Switzerland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","102.4"
"2012","Switzerland","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","105.0"
"2012","Switzerland","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","99.1"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","3,700"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Final consumption expenditure","3,400"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Final consumption expenditure of general government","700"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Individual consumption expenditure of general government","300"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Collective consumption expenditure of general government","400"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Gross domestic product at market prices","226,400"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Final consumption expenditure","209,500"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Final consumption expenditure of general government","42,200"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Individual consumption expenditure of general government","18,800"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Collective consumption expenditure of general government","23,400"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Gross domestic product at market prices","9,000"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Final consumption expenditure","8,300"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Final consumption expenditure of general government","1,700"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Individual consumption expenditure of general government","700"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Collective consumption expenditure of general government","900"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,500"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Final consumption expenditure","3,100"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","700"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government",":"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government",":"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","101.6"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","97.0"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","103.4"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government",":"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government",":"
"2012","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,300"
"2012","Albania","Current prices, euro per capita","Final consumption expenditure","2,900"
"2012","Albania","Current prices, euro per capita","Final consumption expenditure of general government","400"
"2012","Albania","Current prices, euro per capita","Individual consumption expenditure of general government","200"
"2012","Albania","Current prices, euro per capita","Collective consumption expenditure of general government","200"
"2012","Albania","Current prices, units of national currency per capita","Gross domestic product at market prices","459,600"
"2012","Albania","Current prices, units of national currency per capita","Final consumption expenditure","408,100"
"2012","Albania","Current prices, units of national currency per capita","Final consumption expenditure of general government","49,800"
"2012","Albania","Current prices, units of national currency per capita","Individual consumption expenditure of general government","24,300"
"2012","Albania","Current prices, units of national currency per capita","Collective consumption expenditure of general government","25,500"
"2012","Albania","Current prices, PPS per capita","Gross domestic product at market prices","8,000"
"2012","Albania","Current prices, PPS per capita","Final consumption expenditure","7,100"
"2012","Albania","Current prices, PPS per capita","Final consumption expenditure of general government","900"
"2012","Albania","Current prices, PPS per capita","Individual consumption expenditure of general government","400"
"2012","Albania","Current prices, PPS per capita","Collective consumption expenditure of general government","400"
"2012","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,200"
"2012","Albania","Chain linked volumes (2010), euro per capita","Final consumption expenditure","2,800"
"2012","Albania","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","300"
"2012","Albania","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","200"
"2012","Albania","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","200"
"2012","Albania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","104.5"
"2012","Albania","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","102.2"
"2012","Albania","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","101.2"
"2012","Albania","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","102.0"
"2012","Albania","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","100.5"
"2012","Serbia","Current prices, euro per capita","Gross domestic product at market prices","4,400"
"2012","Serbia","Current prices, euro per capita","Final consumption expenditure","4,200"
"2012","Serbia","Current prices, euro per capita","Final consumption expenditure of general government","800"
"2012","Serbia","Current prices, euro per capita","Individual consumption expenditure of general government","500"
"2012","Serbia","Current prices, euro per capita","Collective consumption expenditure of general government","300"
"2012","Serbia","Current prices, units of national currency per capita","Gross domestic product at market prices","497,700"
"2012","Serbia","Current prices, units of national currency per capita","Final consumption expenditure","476,100"
"2012","Serbia","Current prices, units of national currency per capita","Final consumption expenditure of general government","92,400"
"2012","Serbia","Current prices, units of national currency per capita","Individual consumption expenditure of general government","59,000"
"2012","Serbia","Current prices, units of national currency per capita","Collective consumption expenditure of general government","33,400"
"2012","Serbia","Current prices, PPS per capita","Gross domestic product at market prices","9,900"
"2012","Serbia","Current prices, PPS per capita","Final consumption expenditure","9,500"
"2012","Serbia","Current prices, PPS per capita","Final consumption expenditure of general government","1,800"
"2012","Serbia","Current prices, PPS per capita","Individual consumption expenditure of general government","1,200"
"2012","Serbia","Current prices, PPS per capita","Collective consumption expenditure of general government","700"
"2012","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,100"
"2012","Serbia","Chain linked volumes (2010), euro per capita","Final consumption expenditure","4,000"
"2012","Serbia","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","800"
"2012","Serbia","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","500"
"2012","Serbia","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","300"
"2012","Serbia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","101.6"
"2012","Serbia","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","100.9"
"2012","Serbia","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","104.1"
"2012","Serbia","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","104.9"
"2012","Serbia","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","102.8"
"2013","European Union (28 countries)","Current prices, euro per capita","Gross domestic product at market prices","26,700"
"2013","European Union (28 countries)","Current prices, euro per capita","Final consumption expenditure","20,900"
"2013","European Union (28 countries)","Current prices, euro per capita","Final consumption expenditure of general government","5,600"
"2013","European Union (28 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","3,500"
"2013","European Union (28 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,100"
"2013","European Union (28 countries)","Current prices, units of national currency per capita","Gross domestic product at market prices","26,700"
"2013","European Union (28 countries)","Current prices, units of national currency per capita","Final consumption expenditure","20,900"
"2013","European Union (28 countries)","Current prices, units of national currency per capita","Final consumption expenditure of general government","5,600"
"2013","European Union (28 countries)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","3,500"
"2013","European Union (28 countries)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,100"
"2013","European Union (28 countries)","Current prices, PPS per capita","Gross domestic product at market prices","26,700"
"2013","European Union (28 countries)","Current prices, PPS per capita","Final consumption expenditure","20,900"
"2013","European Union (28 countries)","Current prices, PPS per capita","Final consumption expenditure of general government","5,600"
"2013","European Union (28 countries)","Current prices, PPS per capita","Individual consumption expenditure of general government","3,500"
"2013","European Union (28 countries)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,100"
"2013","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","25,600"
"2013","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","19,800"
"2013","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","5,400"
"2013","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,400"
"2013","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,000"
"2013","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","100.7"
"2013","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","99.0"
"2013","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","99.6"
"2013","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","100.4"
"2013","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.3"
"2013","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","31,000"
"2013","European Union (15 countries)","Current prices, euro per capita","Final consumption expenditure","24,300"
"2013","European Union (15 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,600"
"2013","European Union (15 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","4,200"
"2013","European Union (15 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,400"
"2013","European Union (15 countries)","Current prices, units of national currency per capita","Gross domestic product at market prices","31,000"
"2013","European Union (15 countries)","Current prices, units of national currency per capita","Final consumption expenditure","24,300"
"2013","European Union (15 countries)","Current prices, units of national currency per capita","Final consumption expenditure of general government","6,600"
"2013","European Union (15 countries)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","4,200"
"2013","European Union (15 countries)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,400"
"2013","European Union (15 countries)","Current prices, PPS per capita","Gross domestic product at market prices","29,200"
"2013","European Union (15 countries)","Current prices, PPS per capita","Final consumption expenditure","22,800"
"2013","European Union (15 countries)","Current prices, PPS per capita","Final consumption expenditure of general government","6,200"
"2013","European Union (15 countries)","Current prices, PPS per capita","Individual consumption expenditure of general government","3,900"
"2013","European Union (15 countries)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,300"
"2013","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,700"
"2013","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","23,100"
"2013","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,400"
"2013","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","4,000"
"2013","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2013","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","100.1"
"2013","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","98.5"
"2013","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","99.3"
"2013","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","100.2"
"2013","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","97.8"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","29,700"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure","22,900"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure of general government","6,300"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Individual consumption expenditure of general government","3,900"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Collective consumption expenditure of general government","2,400"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Gross domestic product at market prices","29,700"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Final consumption expenditure","22,900"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Final consumption expenditure of general government","6,300"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","3,900"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,400"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Gross domestic product at market prices","28,800"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Final consumption expenditure","22,200"
