"TIME","GEO","SEX","AGE","UNIT","REASON","Value","Flag and Footnotes"
"2012","European Union (27 countries)","Total","From 15 to 29 years","Percentage","Own illness or disability","1.1",""
"2012","European Union (27 countries)","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","3.5",""
"2012","European Union (27 countries)","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","9.6",""
"2012","European Union (27 countries)","Total","From 15 to 29 years","Percentage","In education or training","39.6",""
"2012","European Union (27 countries)","Total","From 15 to 29 years","Percentage","Other","12.9",""
"2012","European Union (27 countries)","Total","From 20 to 24 years","Percentage","Could not find a full-time job","37.5",""
"2012","European Union (27 countries)","Total","From 20 to 24 years","Percentage","Own illness or disability","0.9",""
"2012","European Union (27 countries)","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities","2.5",""
"2012","European Union (27 countries)","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","4.7",""
"2012","European Union (27 countries)","Total","From 20 to 24 years","Percentage","In education or training","40.5",""
"2012","European Union (27 countries)","Total","From 20 to 24 years","Percentage","Other","14.0",""
"2012","European Union (27 countries)","Total","From 20 to 29 years","Percentage","Could not find a full-time job","38.6",""
"2012","European Union (27 countries)","Total","From 20 to 29 years","Percentage","Own illness or disability","1.3",""
"2012","European Union (27 countries)","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","4.1",""
"2012","European Union (27 countries)","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","12.2",""
"2012","European Union (27 countries)","Total","From 20 to 29 years","Percentage","In education or training","29.5",""
"2012","European Union (27 countries)","Total","From 20 to 29 years","Percentage","Other","14.4",""
"2012","European Union (27 countries)","Total","From 25 to 29 years","Percentage","Could not find a full-time job","39.7",""
"2012","European Union (27 countries)","Total","From 25 to 29 years","Percentage","Own illness or disability","1.7",""
"2012","European Union (27 countries)","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","5.6",""
"2012","European Union (27 countries)","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","20.0",""
"2012","European Union (27 countries)","Total","From 25 to 29 years","Percentage","In education or training","18.0",""
"2012","European Union (27 countries)","Total","From 25 to 29 years","Percentage","Other","14.9",""
"2012","European Union (27 countries)","Males","From 15 to 19 years","Percentage","Could not find a full-time job","14.0",""
"2012","European Union (27 countries)","Males","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","European Union (27 countries)","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.3","u"
"2012","European Union (27 countries)","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2012","European Union (27 countries)","Males","From 15 to 19 years","Percentage","In education or training","76.4",""
"2012","European Union (27 countries)","Males","From 15 to 19 years","Percentage","Other","7.9",""
"2012","European Union (27 countries)","Males","From 15 to 24 years","Percentage","Could not find a full-time job","29.0",""
"2012","European Union (27 countries)","Males","From 15 to 24 years","Percentage","Own illness or disability","0.7",""
"2012","European Union (27 countries)","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","European Union (27 countries)","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","European Union (27 countries)","Males","From 15 to 24 years","Percentage","In education or training","57.1",""
"2012","European Union (27 countries)","Males","From 15 to 24 years","Percentage","Other","11.5",""
"2012","European Union (27 countries)","Males","From 15 to 29 years","Percentage","Could not find a full-time job","35.2",""
"2012","European Union (27 countries)","Males","From 15 to 29 years","Percentage","Own illness or disability","1.3",""
"2012","European Union (27 countries)","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities","1.9",""
"2012","European Union (27 countries)","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","0.7",""
"2012","European Union (27 countries)","Males","From 15 to 29 years","Percentage","In education or training","48.0",""
"2012","European Union (27 countries)","Males","From 15 to 29 years","Percentage","Other","13.0",""
"2012","European Union (27 countries)","Males","From 20 to 24 years","Percentage","Could not find a full-time job","38.0",""
"2012","European Union (27 countries)","Males","From 20 to 24 years","Percentage","Own illness or disability","1.0","u"
"2012","European Union (27 countries)","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities","1.5",""
"2012","European Union (27 countries)","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","European Union (27 countries)","Males","From 20 to 24 years","Percentage","In education or training","45.5",""
"2012","European Union (27 countries)","Males","From 20 to 24 years","Percentage","Other","13.7",""
"2012","European Union (27 countries)","Males","From 20 to 29 years","Percentage","Could not find a full-time job","42.4",""
"2012","European Union (27 countries)","Males","From 20 to 29 years","Percentage","Own illness or disability","1.6",""
"2012","European Union (27 countries)","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities","2.1",""
"2012","European Union (27 countries)","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","0.9",""
"2012","European Union (27 countries)","Males","From 20 to 29 years","Percentage","In education or training","38.4",""
"2012","European Union (27 countries)","Males","From 20 to 29 years","Percentage","Other","14.7",""
"2012","European Union (27 countries)","Males","From 25 to 29 years","Percentage","Could not find a full-time job","48.0",""
"2012","European Union (27 countries)","Males","From 25 to 29 years","Percentage","Own illness or disability","2.4",""
"2012","European Union (27 countries)","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities","2.8",""
"2012","European Union (27 countries)","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","1.6",""
"2012","European Union (27 countries)","Males","From 25 to 29 years","Percentage","In education or training","29.2",""
"2012","European Union (27 countries)","Males","From 25 to 29 years","Percentage","Other","16.0",""
"2012","European Union (27 countries)","Females","From 15 to 19 years","Percentage","Could not find a full-time job","14.2",""
"2012","European Union (27 countries)","Females","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","European Union (27 countries)","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","European Union (27 countries)","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","European Union (27 countries)","Females","From 15 to 19 years","Percentage","In education or training","76.3",""
"2012","European Union (27 countries)","Females","From 15 to 19 years","Percentage","Other","7.3",""
"2012","European Union (27 countries)","Females","From 15 to 24 years","Percentage","Could not find a full-time job","29.5",""
"2012","European Union (27 countries)","Females","From 15 to 24 years","Percentage","Own illness or disability","0.7",""
"2012","European Union (27 countries)","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.6",""
"2012","European Union (27 countries)","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","5.1",""
"2012","European Union (27 countries)","Females","From 15 to 24 years","Percentage","In education or training","50.3",""
"2012","European Union (27 countries)","Females","From 15 to 24 years","Percentage","Other","11.9",""
"2012","European Union (27 countries)","Females","From 15 to 29 years","Percentage","Could not find a full-time job","32.2",""
"2012","European Union (27 countries)","Females","From 15 to 29 years","Percentage","Own illness or disability","1.0",""
"2012","European Union (27 countries)","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","4.4",""
"2012","European Union (27 countries)","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","14.8",""
"2012","European Union (27 countries)","Females","From 15 to 29 years","Percentage","In education or training","34.7",""
"2012","European Union (27 countries)","Females","From 15 to 29 years","Percentage","Other","12.9",""
"2012","European Union (27 countries)","Females","From 20 to 24 years","Percentage","Could not find a full-time job","37.1",""
"2012","European Union (27 countries)","Females","From 20 to 24 years","Percentage","Own illness or disability","0.8",""
"2012","European Union (27 countries)","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities","3.2",""
"2012","European Union (27 countries)","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","7.4",""
"2012","European Union (27 countries)","Females","From 20 to 24 years","Percentage","In education or training","37.3",""
"2012","European Union (27 countries)","Females","From 20 to 24 years","Percentage","Other","14.1",""
"2012","European Union (27 countries)","Females","From 20 to 29 years","Percentage","Could not find a full-time job","36.5",""
"2012","European Union (27 countries)","Females","From 20 to 29 years","Percentage","Own illness or disability","1.2",""
"2012","European Union (27 countries)","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","5.1",""
"2012","European Union (27 countries)","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","18.3",""
"2012","European Union (27 countries)","Females","From 20 to 29 years","Percentage","In education or training","24.6",""
"2012","European Union (27 countries)","Females","From 20 to 29 years","Percentage","Other","14.3",""
"2012","European Union (27 countries)","Females","From 25 to 29 years","Percentage","Could not find a full-time job","35.9",""
"2012","European Union (27 countries)","Females","From 25 to 29 years","Percentage","Own illness or disability","1.5",""
"2012","European Union (27 countries)","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities","7.0",""
"2012","European Union (27 countries)","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","28.4",""
"2012","European Union (27 countries)","Females","From 25 to 29 years","Percentage","In education or training","12.9",""
"2012","European Union (27 countries)","Females","From 25 to 29 years","Percentage","Other","14.4",""
"2012","European Union (15 countries)","Total","From 15 to 19 years","Percentage","Could not find a full-time job","13.5",""
"2012","European Union (15 countries)","Total","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","European Union (15 countries)","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","European Union (15 countries)","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","European Union (15 countries)","Total","From 15 to 19 years","Percentage","In education or training","77.4",""
"2012","European Union (15 countries)","Total","From 15 to 19 years","Percentage","Other","7.3",""
"2012","European Union (15 countries)","Total","From 15 to 24 years","Percentage","Could not find a full-time job","28.7",""
"2012","European Union (15 countries)","Total","From 15 to 24 years","Percentage","Own illness or disability","0.6",""
"2012","European Union (15 countries)","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.1",""
"2012","European Union (15 countries)","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","3.2",""
"2012","European Union (15 countries)","Total","From 15 to 24 years","Percentage","In education or training","53.9",""
"2012","European Union (15 countries)","Total","From 15 to 24 years","Percentage","Other","11.4",""
"2012","European Union (15 countries)","Total","From 15 to 29 years","Percentage","Could not find a full-time job","32.7",""
"2012","European Union (15 countries)","Total","From 15 to 29 years","Percentage","Own illness or disability","1.0",""
"2012","European Union (15 countries)","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","3.5",""
"2012","European Union (15 countries)","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","10.0",""
"2012","European Union (15 countries)","Total","From 15 to 29 years","Percentage","In education or training","40.4",""
"2012","European Union (15 countries)","Total","From 15 to 29 years","Percentage","Other","12.5",""
"2012","European Union (15 countries)","Total","From 20 to 24 years","Percentage","Could not find a full-time job","37.3",""
"2012","European Union (15 countries)","Total","From 20 to 24 years","Percentage","Own illness or disability","0.8",""
"2012","European Union (15 countries)","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities","2.5",""
"2012","European Union (15 countries)","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","4.9",""
"2012","European Union (15 countries)","Total","From 20 to 24 years","Percentage","In education or training","40.7",""
"2012","European Union (15 countries)","Total","From 20 to 24 years","Percentage","Other","13.8",""
"2012","European Union (15 countries)","Total","From 20 to 29 years","Percentage","Could not find a full-time job","38.2",""
"2012","European Union (15 countries)","Total","From 20 to 29 years","Percentage","Own illness or disability","1.2",""
"2012","European Union (15 countries)","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","4.1",""
"2012","European Union (15 countries)","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","12.7",""
"2012","European Union (15 countries)","Total","From 20 to 29 years","Percentage","In education or training","29.9",""
"2012","European Union (15 countries)","Total","From 20 to 29 years","Percentage","Other","14.0",""
"2012","European Union (15 countries)","Total","From 25 to 29 years","Percentage","Could not find a full-time job","39.1",""
"2012","European Union (15 countries)","Total","From 25 to 29 years","Percentage","Own illness or disability","1.6",""
"2012","European Union (15 countries)","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","5.7",""
"2012","European Union (15 countries)","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","20.9",""
"2012","European Union (15 countries)","Total","From 25 to 29 years","Percentage","In education or training","18.6",""
"2012","European Union (15 countries)","Total","From 25 to 29 years","Percentage","Other","14.2",""
"2012","European Union (15 countries)","Males","From 15 to 19 years","Percentage","Could not find a full-time job","13.4",""
"2012","European Union (15 countries)","Males","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","European Union (15 countries)","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.3","u"
"2012","European Union (15 countries)","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2012","European Union (15 countries)","Males","From 15 to 19 years","Percentage","In education or training","77.3",""
"2012","European Union (15 countries)","Males","From 15 to 19 years","Percentage","Other","7.6",""
"2012","European Union (15 countries)","Males","From 15 to 24 years","Percentage","Could not find a full-time job","28.0",""
"2012","European Union (15 countries)","Males","From 15 to 24 years","Percentage","Own illness or disability","0.6",""
"2012","European Union (15 countries)","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","European Union (15 countries)","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","European Union (15 countries)","Males","From 15 to 24 years","Percentage","In education or training","58.7",""
"2012","European Union (15 countries)","Males","From 15 to 24 years","Percentage","Other","11.1",""
"2012","European Union (15 countries)","Males","From 15 to 29 years","Percentage","Could not find a full-time job","34.1",""
"2012","European Union (15 countries)","Males","From 15 to 29 years","Percentage","Own illness or disability","1.1",""
"2012","European Union (15 countries)","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities","1.9",""
"2012","European Union (15 countries)","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","0.7",""
"2012","European Union (15 countries)","Males","From 15 to 29 years","Percentage","In education or training","49.7",""
"2012","European Union (15 countries)","Males","From 15 to 29 years","Percentage","Other","12.5",""
"2012","European Union (15 countries)","Males","From 20 to 24 years","Percentage","Could not find a full-time job","37.1",""
"2012","European Union (15 countries)","Males","From 20 to 24 years","Percentage","Own illness or disability","0.9","u"
"2012","European Union (15 countries)","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities","1.5",""
"2012","European Union (15 countries)","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","European Union (15 countries)","Males","From 20 to 24 years","Percentage","In education or training","46.9",""
"2012","European Union (15 countries)","Males","From 20 to 24 years","Percentage","Other","13.3",""
"2012","European Union (15 countries)","Males","From 20 to 29 years","Percentage","Could not find a full-time job","41.4",""
"2012","European Union (15 countries)","Males","From 20 to 29 years","Percentage","Own illness or disability","1.4",""
"2012","European Union (15 countries)","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities","2.1",""
"2012","European Union (15 countries)","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","1.0",""
"2012","European Union (15 countries)","Males","From 20 to 29 years","Percentage","In education or training","39.9",""
"2012","European Union (15 countries)","Males","From 20 to 29 years","Percentage","Other","14.3",""
"2012","European Union (15 countries)","Males","From 25 to 29 years","Percentage","Could not find a full-time job","46.9",""
"2012","European Union (15 countries)","Males","From 25 to 29 years","Percentage","Own illness or disability","2.1",""
"2012","European Union (15 countries)","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities","2.8",""
"2012","European Union (15 countries)","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","1.8",""
"2012","European Union (15 countries)","Males","From 25 to 29 years","Percentage","In education or training","31.0",""
"2012","European Union (15 countries)","Males","From 25 to 29 years","Percentage","Other","15.5",""
"2012","European Union (15 countries)","Females","From 15 to 19 years","Percentage","Could not find a full-time job","13.5",""
"2012","European Union (15 countries)","Females","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","European Union (15 countries)","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","European Union (15 countries)","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","European Union (15 countries)","Females","From 15 to 19 years","Percentage","In education or training","77.4",""
"2012","European Union (15 countries)","Females","From 15 to 19 years","Percentage","Other","7.1",""
"2012","European Union (15 countries)","Females","From 15 to 24 years","Percentage","Could not find a full-time job","29.2",""
"2012","European Union (15 countries)","Females","From 15 to 24 years","Percentage","Own illness or disability","0.6",""
"2012","European Union (15 countries)","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.6",""
"2012","European Union (15 countries)","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","5.2",""
"2012","European Union (15 countries)","Females","From 15 to 24 years","Percentage","In education or training","50.8",""
"2012","European Union (15 countries)","Females","From 15 to 24 years","Percentage","Other","11.6",""
"2012","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Could not find a full-time job","31.9",""
"2012","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Own illness or disability","0.9",""
"2012","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","4.4",""
"2012","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","15.2",""
"2012","European Union (15 countries)","Females","From 15 to 29 years","Percentage","In education or training","35.1",""
"2012","European Union (15 countries)","Females","From 15 to 29 years","Percentage","Other","12.5",""
"2012","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Could not find a full-time job","37.4",""
"2012","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Own illness or disability","0.8",""
"2012","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities","3.2",""
"2012","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","7.7",""
"2012","European Union (15 countries)","Females","From 20 to 24 years","Percentage","In education or training","36.9",""
"2012","European Union (15 countries)","Females","From 20 to 24 years","Percentage","Other","14.0",""
"2012","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Could not find a full-time job","36.5",""
"2012","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Own illness or disability","1.1",""
"2012","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","5.1",""
"2012","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","18.9",""
"2012","European Union (15 countries)","Females","From 20 to 29 years","Percentage","In education or training","24.6",""
"2012","European Union (15 countries)","Females","From 20 to 29 years","Percentage","Other","13.8",""
"2012","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Could not find a full-time job","35.6",""
"2012","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Own illness or disability","1.4",""
"2012","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities","6.9",""
"2012","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","29.3",""
"2012","European Union (15 countries)","Females","From 25 to 29 years","Percentage","In education or training","13.2",""
"2012","European Union (15 countries)","Females","From 25 to 29 years","Percentage","Other","13.6",""
"2012","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Could not find a full-time job","11.9",""
"2012","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.9",""
"2012","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","In education or training","75.3",""
"2012","Euro area (19 countries)","Total","From 15 to 19 years","Percentage","Other","10.5",""
"2012","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Could not find a full-time job","29.3",""
"2012","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Own illness or disability","0.5",""
"2012","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.0",""
"2012","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","2.0",""
"2012","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","In education or training","51.9",""
"2012","Euro area (19 countries)","Total","From 15 to 24 years","Percentage","Other","14.2",""
"2012","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Could not find a full-time job","34.8",""
"2012","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Own illness or disability","1.0",""
"2012","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","3.2",""
"2012","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","8.1",""
"2012","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","In education or training","37.8",""
"2012","Euro area (19 countries)","Total","From 15 to 29 years","Percentage","Other","15.2",""
"2012","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Could not find a full-time job","36.7",""
"2012","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Own illness or disability","0.6",""
"2012","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities","2.1",""
"2012","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","2.8",""
"2012","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","In education or training","41.9",""
"2012","Euro area (19 countries)","Total","From 20 to 24 years","Percentage","Other","15.8",""
"2012","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Could not find a full-time job","39.5",""
"2012","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Own illness or disability","1.1",""
"2012","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","3.5",""
"2012","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","9.7",""
"2012","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","In education or training","30.0",""
"2012","Euro area (19 countries)","Total","From 20 to 29 years","Percentage","Other","16.1",""
"2012","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Could not find a full-time job","42.2",""
"2012","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Own illness or disability","1.5",""
"2012","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","4.8",""
"2012","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","16.2",""
"2012","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","In education or training","18.8",""
"2012","Euro area (19 countries)","Total","From 25 to 29 years","Percentage","Other","16.5",""
"2012","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Could not find a full-time job","10.8",""
"2012","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities","1.6","u"
"2012","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2012","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","In education or training","77.3",""
"2012","Euro area (19 countries)","Males","From 15 to 19 years","Percentage","Other","10.0",""
"2012","Euro area (19 countries)","Males","From 15 to 24 years","Percentage","Could not find a full-time job","26.5",""
"2012","Euro area (19 countries)","Males","From 15 to 24 years","Percentage","Own illness or disability","0.7","u"
"2012","Euro area (19 countries)","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","Euro area (19 countries)","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","Euro area (19 countries)","Males","From 15 to 24 years","Percentage","In education or training","58.1",""
"2012","Euro area (19 countries)","Males","From 15 to 24 years","Percentage","Other","13.2",""
"2012","Euro area (19 countries)","Males","From 15 to 29 years","Percentage","Could not find a full-time job","33.8",""
"2012","Euro area (19 countries)","Males","From 15 to 29 years","Percentage","Own illness or disability","1.2",""
"2012","Euro area (19 countries)","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities","1.7",""
"2012","Euro area (19 countries)","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","0.4","u"
"2012","Euro area (19 countries)","Males","From 15 to 29 years","Percentage","In education or training","48.0",""
"2012","Euro area (19 countries)","Males","From 15 to 29 years","Percentage","Other","15.0",""
"2012","Euro area (19 countries)","Males","From 20 to 24 years","Percentage","Could not find a full-time job","34.5",""
"2012","Euro area (19 countries)","Males","From 20 to 24 years","Percentage","Own illness or disability","0.8","u"
"2012","Euro area (19 countries)","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities","1.4",""
"2012","Euro area (19 countries)","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","Euro area (19 countries)","Males","From 20 to 24 years","Percentage","In education or training","48.4",""
"2012","Euro area (19 countries)","Males","From 20 to 24 years","Percentage","Other","14.9",""
"2012","Euro area (19 countries)","Males","From 20 to 29 years","Percentage","Could not find a full-time job","40.1",""
"2012","Euro area (19 countries)","Males","From 20 to 29 years","Percentage","Own illness or disability","1.4",""
"2012","Euro area (19 countries)","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities","1.7",""
"2012","Euro area (19 countries)","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","0.5","u"
"2012","Euro area (19 countries)","Males","From 20 to 29 years","Percentage","In education or training","40.1",""
"2012","Euro area (19 countries)","Males","From 20 to 29 years","Percentage","Other","16.3",""
"2012","Euro area (19 countries)","Males","From 25 to 29 years","Percentage","Could not find a full-time job","46.5",""
"2012","Euro area (19 countries)","Males","From 25 to 29 years","Percentage","Own illness or disability","2.1",""
"2012","Euro area (19 countries)","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities","2.0",""
"2012","Euro area (19 countries)","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","0.9","u"
"2012","Euro area (19 countries)","Males","From 25 to 29 years","Percentage","In education or training","30.5",""
"2012","Euro area (19 countries)","Males","From 25 to 29 years","Percentage","Other","18.0",""
"2012","Euro area (19 countries)","Females","From 15 to 19 years","Percentage","Could not find a full-time job","12.9",""
"2012","Euro area (19 countries)","Females","From 15 to 19 years","Percentage","Own illness or disability",":","u"
"2012","Euro area (19 countries)","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities","2.1",""
"2012","Euro area (19 countries)","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","u"
"2012","Euro area (19 countries)","Females","From 15 to 19 years","Percentage","In education or training","73.6",""
"2012","Euro area (19 countries)","Females","From 15 to 19 years","Percentage","Other","10.9",""
"2012","Euro area (19 countries)","Females","From 15 to 24 years","Percentage","Could not find a full-time job","31.2",""
"2012","Euro area (19 countries)","Females","From 15 to 24 years","Percentage","Own illness or disability","0.5","u"
"2012","Euro area (19 countries)","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.5",""
"2012","Euro area (19 countries)","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","3.3",""
"2012","Euro area (19 countries)","Females","From 15 to 24 years","Percentage","In education or training","47.8",""
"2012","Euro area (19 countries)","Females","From 15 to 24 years","Percentage","Other","14.9",""
"2012","Euro area (19 countries)","Females","From 15 to 29 years","Percentage","Could not find a full-time job","35.3",""
"2012","Euro area (19 countries)","Females","From 15 to 29 years","Percentage","Own illness or disability","0.8",""
"2012","Euro area (19 countries)","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","4.1",""
"2012","Euro area (19 countries)","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","12.4",""
"2012","Euro area (19 countries)","Females","From 15 to 29 years","Percentage","In education or training","32.1",""
"2012","Euro area (19 countries)","Females","From 15 to 29 years","Percentage","Other","15.3",""
"2012","Euro area (19 countries)","Females","From 20 to 24 years","Percentage","Could not find a full-time job","38.1",""
"2012","Euro area (19 countries)","Females","From 20 to 24 years","Percentage","Own illness or disability","0.5","u"
"2012","Euro area (19 countries)","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities","2.6",""
"2012","Euro area (19 countries)","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","4.5",""
